iso2,iso3,country,var,var_long,var_axis,var_question,year,obs_value,year_date
IN,IND,India,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2018,1.3691189939365,2018-01-01
IN,IND,India,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2019,33.0420774545786,2019-01-01
IN,IND,India,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2018,73.8034,2018-01-01
JP,JPN,Japan,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2017,0.400833740102335,2017-01-01
JP,JPN,Japan,1.1.2,Population aged 25-34 with tertiary education,Percentage population aged 25-34 having completed tertiary education,What percentage of the population aged 25-34 has completed tertiary education,2019,60.426178,2019-01-01
JP,JPN,Japan,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2019,296.204587930069,2019-01-01
JP,JPN,Japan,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2017,5.77573805532545,2017-01-01
JP,JPN,Japan,2.1.1,SMEs with product innovations,R&D expenditure in the public sector (percentage of GDP),How many small and medium-sized enterprises have introduced new products to the market,2018,0.6277726449,2018-01-01
JP,JPN,Japan,2.1.3,Innovative SMEs collaborating with others,Direct government funding and government tax support for business R&D (percentage of GDP),How many SMEs are engaged in collaborative efforts with other organisations,2017,0.1434,2017-01-01
JP,JPN,Japan,2.2.1,Public-private co-publications,R&D expenditure in the business sector (percentage of GDP),How frequently do public and private sector entities collaborate and publish research together,2018,2.4465755121,2018-01-01
JP,JPN,Japan,2.3.2,Design applications,ICT specialists as a percentage of total employment,How many new designs for products or services are being registered for protection,2019,3.21428571428571,2019-01-01
JP,JPN,Japan,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2019,112.655842158803,2019-01-01
JP,JPN,Japan,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2017,9.38437995903431,2017-01-01
JP,JPN,Japan,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2018,87.4484804729699,2018-01-01
JP,JPN,Japan,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2018,6.05148338620477,2018-01-01
JP,JPN,Japan,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2019,73.4275447105082,2019-01-01
JP,JPN,Japan,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2018,69.998,2018-01-01
KR,KOR,South Korea,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2017,0.854993284694687,2017-01-01
KR,KOR,South Korea,1.1.2,Population aged 25-34 with tertiary education,Percentage population aged 25-34 having completed tertiary education,What percentage of the population aged 25-34 has completed tertiary education,2019,69.752068,2019-01-01
KR,KOR,South Korea,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2019,461.199442675823,2019-01-01
KR,KOR,South Korea,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2017,7.70494833216679,2017-01-01
KR,KOR,South Korea,2.1.1,SMEs with product innovations,R&D expenditure in the public sector (percentage of GDP),How many small and medium-sized enterprises have introduced new products to the market,2018,0.823242024,2018-01-01
KR,KOR,South Korea,2.1.3,Innovative SMEs collaborating with others,Direct government funding and government tax support for business R&D (percentage of GDP),How many SMEs are engaged in collaborative efforts with other organisations,2017,0.2788,2017-01-01
KR,KOR,South Korea,2.2.1,Public-private co-publications,R&D expenditure in the business sector (percentage of GDP),How frequently do public and private sector entities collaborate and publish research together,2018,3.0993280976,2018-01-01
KR,KOR,South Korea,2.3.2,Design applications,ICT specialists as a percentage of total employment,How many new designs for products or services are being registered for protection,2019,2.96708794710322,2019-01-01
KR,KOR,South Korea,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2019,142.696359864517,2019-01-01
KR,KOR,South Korea,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2017,7.55876237372297,2017-01-01
KR,KOR,South Korea,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2018,114.358006864626,2018-01-01
KR,KOR,South Korea,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2018,34.1855451668272,2018-01-01
KR,KOR,South Korea,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2019,71.1781494092606,2019-01-01
KR,KOR,South Korea,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2018,64.6781,2018-01-01
MX,MEX,Mexico,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2017,0.0905728818030452,2017-01-01
MX,MEX,Mexico,1.1.2,Population aged 25-34 with tertiary education,Percentage population aged 25-34 having completed tertiary education,What percentage of the population aged 25-34 has completed tertiary education,2019,22.555721,2019-01-01
MX,MEX,Mexico,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2019,82.5615606811296,2019-01-01
MX,MEX,Mexico,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2017,4.1915455331647,2017-01-01
MX,MEX,Mexico,2.1.1,SMEs with product innovations,R&D expenditure in the public sector (percentage of GDP),How many small and medium-sized enterprises have introduced new products to the market,2018,0.2440999438,2018-01-01
MX,MEX,Mexico,2.1.3,Innovative SMEs collaborating with others,Direct government funding and government tax support for business R&D (percentage of GDP),How many SMEs are engaged in collaborative efforts with other organisations,2017,0.0156999999,2017-01-01
MX,MEX,Mexico,2.2.1,Public-private co-publications,R&D expenditure in the business sector (percentage of GDP),How frequently do public and private sector entities collaborate and publish research together,2018,0.0835607214,2018-01-01
MX,MEX,Mexico,2.3.2,Design applications,ICT specialists as a percentage of total employment,How many new designs for products or services are being registered for protection,2019,0.796046230713576,2019-01-01
MX,MEX,Mexico,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2019,7.49756904970102,2019-01-01
MX,MEX,Mexico,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2017,0.140014553119458,2017-01-01
MX,MEX,Mexico,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2018,57.6179008625909,2018-01-01
MX,MEX,Mexico,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2018,1.74789570314863,2018-01-01
MX,MEX,Mexico,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2019,69.0274575183897,2019-01-01
MX,MEX,Mexico,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2018,37.4509,2018-01-01
US,USA,United States,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2017,0.650619867343803,2017-01-01
US,USA,United States,1.1.2,Population aged 25-34 with tertiary education,Percentage population aged 25-34 having completed tertiary education,What percentage of the population aged 25-34 has completed tertiary education,2019,47.757,2019-01-01
US,USA,United States,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2019,703.302125343066,2019-01-01
US,USA,United States,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2017,13.826720175085,2017-01-01
US,USA,United States,2.1.1,SMEs with product innovations,R&D expenditure in the public sector (percentage of GDP),How many small and medium-sized enterprises have introduced new products to the market,2018,0.6386056936,2018-01-01
US,USA,United States,2.1.3,Innovative SMEs collaborating with others,Direct government funding and government tax support for business R&D (percentage of GDP),How many SMEs are engaged in collaborative efforts with other organisations,2017,0.22449999,2017-01-01
US,USA,United States,2.2.1,Public-private co-publications,R&D expenditure in the business sector (percentage of GDP),How frequently do public and private sector entities collaborate and publish research together,2018,2.0757128735,2018-01-01
US,USA,United States,2.3.2,Design applications,ICT specialists as a percentage of total employment,How many new designs for products or services are being registered for protection,2019,3.7,2019-01-01
US,USA,United States,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2019,161.272458853563,2019-01-01
US,USA,United States,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2017,2.99095935764559,2017-01-01
US,USA,United States,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2018,28.9958799596681,2018-01-01
US,USA,United States,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2018,2.41532625011348,2018-01-01
US,USA,United States,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2019,48.9200425986794,2019-01-01
US,USA,United States,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2018,69.749,2018-01-01
ZA,ZAF,South Africa,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2017,0.054311886339914,2017-01-01
ZA,ZAF,South Africa,1.1.2,Population aged 25-34 with tertiary education,Percentage population aged 25-34 having completed tertiary education,What percentage of the population aged 25-34 has completed tertiary education,2019,14.820914,2019-01-01
ZA,ZAF,South Africa,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2019,209.151549841306,2019-01-01
ZA,ZAF,South Africa,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2017,7.74070197990061,2017-01-01
ZA,ZAF,South Africa,2.1.1,SMEs with product innovations,R&D expenditure in the public sector (percentage of GDP),How many small and medium-sized enterprises have introduced new products to the market,2018,0.4263151705,2018-01-01
ZA,ZAF,South Africa,2.1.3,Innovative SMEs collaborating with others,Direct government funding and government tax support for business R&D (percentage of GDP),How many SMEs are engaged in collaborative efforts with other organisations,2017,0.0119000003,2017-01-01
ZA,ZAF,South Africa,2.2.1,Public-private co-publications,R&D expenditure in the business sector (percentage of GDP),How frequently do public and private sector entities collaborate and publish research together,2018,0.3105599924,2018-01-01
ZA,ZAF,South Africa,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2019,19.3813655779202,2019-01-01
ZA,ZAF,South Africa,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2017,0.392767454557732,2017-01-01
ZA,ZAF,South Africa,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2018,48.8147430804632,2018-01-01
ZA,ZAF,South Africa,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2018,2.83422108390326,2018-01-01
ZA,ZAF,South Africa,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2019,32.2542604668522,2019-01-01
ZA,ZAF,South Africa,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2018,31.5034,2018-01-01
AU,AUS,Australia,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2018,1.08562385853391,2018-01-01
AU,AUS,Australia,1.1.2,Population aged 25-34 with tertiary education,Percentage population aged 25-34 having completed tertiary education,What percentage of the population aged 25-34 has completed tertiary education,2020,51.393173,2020-01-01
AU,AUS,Australia,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2020,2323.00786277356,2020-01-01
AU,AUS,Australia,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2018,13.261723525515,2018-01-01
AU,AUS,Australia,2.1.1,SMEs with product innovations,R&D expenditure in the public sector (percentage of GDP),How many small and medium-sized enterprises have introduced new products to the market,2019,0.7942187912,2019-01-01
AU,AUS,Australia,2.1.3,Innovative SMEs collaborating with others,Direct government funding and government tax support for business R&D (percentage of GDP),How many SMEs are engaged in collaborative efforts with other organisations,2018,0.1538,2018-01-01
AU,AUS,Australia,2.2.1,Public-private co-publications,R&D expenditure in the business sector (percentage of GDP),How frequently do public and private sector entities collaborate and publish research together,2019,0.9453692218,2019-01-01
AU,AUS,Australia,2.3.2,Design applications,ICT specialists as a percentage of total employment,How many new designs for products or services are being registered for protection,2020,3.49603466467924,2020-01-01
AU,AUS,Australia,3.1.1,R&D expenditure in the public sector,SMEs introducing product innovations (percentage of SMEs),What percentage of GDP is spent on research and development activities by the government and the higher education sector,2018,28.2720579750283,2018-01-01
AU,AUS,Australia,3.1.2,Venture capital expenditures,SMEs introducing business process innovations (percentage of SMEs),How much private equity is raised for investment in innovative startups,2018,43.4328048189434,2018-01-01
AU,AUS,Australia,3.2.1,Direct government funding and government tax support for business R&D,Innovative SMEs collaborating with others (percentage of SMEs),"What financial support does the government provide to businesses for research and development, both through direct funding and tax incentives",2018,21,2018-01-01
AU,AUS,Australia,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2020,267.221097156933,2020-01-01
AU,AUS,Australia,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2018,1.69307740201787,2018-01-01
AU,AUS,Australia,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2019,116.075406288492,2019-01-01
AU,AUS,Australia,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2019,6.47964391419249,2019-01-01
AU,AUS,Australia,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2020,7.96453513805072,2020-01-01
AU,AUS,Australia,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2019,24.7933,2019-01-01
BR,BRA,Brazil,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2018,0.206196654690616,2018-01-01
BR,BRA,Brazil,1.1.2,Population aged 25-34 with tertiary education,Percentage population aged 25-34 having completed tertiary education,What percentage of the population aged 25-34 has completed tertiary education,2020,20.827681,2020-01-01
BR,BRA,Brazil,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2020,133.426231025331,2020-01-01
BR,BRA,Brazil,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2018,5.40557017981156,2018-01-01
BR,BRA,Brazil,2.1.3,Innovative SMEs collaborating with others,Direct government funding and government tax support for business R&D (percentage of GDP),How many SMEs are engaged in collaborative efforts with other organisations,2018,0.0781,2018-01-01
BR,BRA,Brazil,2.3.2,Design applications,ICT specialists as a percentage of total employment,How many new designs for products or services are being registered for protection,2020,1.35640543000182,2020-01-01
BR,BRA,Brazil,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2020,14.4850370025693,2020-01-01
BR,BRA,Brazil,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2018,0.274536534929541,2018-01-01
BR,BRA,Brazil,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2019,62.4446474620297,2019-01-01
BR,BRA,Brazil,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2019,2.0132286141125,2019-01-01
BR,BRA,Brazil,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2020,17.3228571376086,2020-01-01
BR,BRA,Brazil,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2019,76.6498,2019-01-01
CA,CAN,Canada,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2018,0.806296247475815,2018-01-01
CA,CAN,Canada,1.1.2,Population aged 25-34 with tertiary education,Percentage population aged 25-34 having completed tertiary education,What percentage of the population aged 25-34 has completed tertiary education,2020,61.754246,2020-01-01
CA,CAN,Canada,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2020,1556.57476462043,2020-01-01
CA,CAN,Canada,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2018,11.4224766949944,2018-01-01
CA,CAN,Canada,2.1.1,SMEs with product innovations,R&D expenditure in the public sector (percentage of GDP),How many small and medium-sized enterprises have introduced new products to the market,2019,0.796672146,2019-01-01
CA,CAN,Canada,2.1.3,Innovative SMEs collaborating with others,Direct government funding and government tax support for business R&D (percentage of GDP),How many SMEs are engaged in collaborative efforts with other organisations,2018,0.182800002,2018-01-01
CA,CAN,Canada,2.2.1,Public-private co-publications,R&D expenditure in the business sector (percentage of GDP),How frequently do public and private sector entities collaborate and publish research together,2019,0.889079486,2019-01-01
CA,CAN,Canada,3.1.1,R&D expenditure in the public sector,SMEs introducing product innovations (percentage of SMEs),What percentage of GDP is spent on research and development activities by the government and the higher education sector,2018,52.3550551792132,2018-01-01
CA,CAN,Canada,3.1.2,Venture capital expenditures,SMEs introducing business process innovations (percentage of SMEs),How much private equity is raised for investment in innovative startups,2018,65.1019304773718,2018-01-01
CA,CAN,Canada,3.2.1,Direct government funding and government tax support for business R&D,Innovative SMEs collaborating with others (percentage of SMEs),"What financial support does the government provide to businesses for research and development, both through direct funding and tax incentives",2018,22,2018-01-01
CA,CAN,Canada,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2020,230.259078679251,2020-01-01
CA,CAN,Canada,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2018,2.01674493754003,2018-01-01
CA,CAN,Canada,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2019,104.054194720179,2019-01-01
CA,CAN,Canada,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2019,3.69981796667445,2019-01-01
CA,CAN,Canada,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2020,35.0808149700201,2020-01-01
CA,CAN,Canada,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2019,66.7132,2019-01-01
CL,CHL,Chile,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2018,0.132167795750987,2018-01-01
CL,CHL,Chile,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2020,480.004317173935,2020-01-01
CL,CHL,Chile,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2018,6.32536202346053,2018-01-01
CL,CHL,Chile,2.1.1,SMEs with product innovations,R&D expenditure in the public sector (percentage of GDP),How many small and medium-sized enterprises have introduced new products to the market,2019,0.2201721726,2019-01-01
CL,CHL,Chile,2.1.3,Innovative SMEs collaborating with others,Direct government funding and government tax support for business R&D (percentage of GDP),How many SMEs are engaged in collaborative efforts with other organisations,2018,0.0230000009,2018-01-01
CL,CHL,Chile,2.2.1,Public-private co-publications,R&D expenditure in the business sector (percentage of GDP),How frequently do public and private sector entities collaborate and publish research together,2019,0.1220300364,2019-01-01
CL,CHL,Chile,2.3.2,Design applications,ICT specialists as a percentage of total employment,How many new designs for products or services are being registered for protection,2020,1.96891429757143,2020-01-01
CL,CHL,Chile,3.1.1,R&D expenditure in the public sector,SMEs introducing product innovations (percentage of SMEs),What percentage of GDP is spent on research and development activities by the government and the higher education sector,2018,6.34989394050876,2018-01-01
CL,CHL,Chile,3.1.2,Venture capital expenditures,SMEs introducing business process innovations (percentage of SMEs),How much private equity is raised for investment in innovative startups,2018,18.3060142288428,2018-01-01
CL,CHL,Chile,3.2.1,Direct government funding and government tax support for business R&D,Innovative SMEs collaborating with others (percentage of SMEs),"What financial support does the government provide to businesses for research and development, both through direct funding and tax incentives",2018,16,2018-01-01
CL,CHL,Chile,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2020,28.5971101604439,2020-01-01
CL,CHL,Chile,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2018,0.476893759840281,2018-01-01
CL,CHL,Chile,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2019,100.600620541225,2019-01-01
CL,CHL,Chile,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2019,0.971408108400718,2019-01-01
CL,CHL,Chile,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2020,4.94491787833812,2020-01-01
CL,CHL,Chile,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2019,40.0937,2019-01-01
CN,CHN,China,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2020,112.51753691187,2020-01-01
CN,CHN,China,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2018,10.46705103537,2018-01-01
CN,CHN,China,2.1.1,SMEs with product innovations,R&D expenditure in the public sector (percentage of GDP),How many small and medium-sized enterprises have introduced new products to the market,2019,0.4834435354,2019-01-01
CN,CHN,China,2.1.3,Innovative SMEs collaborating with others,Direct government funding and government tax support for business R&D (percentage of GDP),How many SMEs are engaged in collaborative efforts with other organisations,2018,0.146699998,2018-01-01
CN,CHN,China,2.2.1,Public-private co-publications,R&D expenditure in the business sector (percentage of GDP),How frequently do public and private sector entities collaborate and publish research together,2019,1.6417833099,2019-01-01
CN,CHN,China,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2020,40.3347197113114,2020-01-01
CN,CHN,China,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2018,2.4759220158385,2018-01-01
CN,CHN,China,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2019,278.697189458916,2019-01-01
CN,CHN,China,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2019,30.5252588525603,2019-01-01
CN,CHN,China,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2020,57.7056435254716,2020-01-01
CN,CHN,China,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2019,66.861,2019-01-01
IN,IND,India,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2018,0.0415926158117698,2018-01-01
IN,IND,India,1.1.2,Population aged 25-34 with tertiary education,Percentage population aged 25-34 having completed tertiary education,What percentage of the population aged 25-34 has completed tertiary education,2020,17.586313,2020-01-01
IN,IND,India,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2020,22.5329855868545,2020-01-01
IN,IND,India,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2018,7.32593437892101,2018-01-01
IN,IND,India,2.1.1,SMEs with product innovations,R&D expenditure in the public sector (percentage of GDP),How many small and medium-sized enterprises have introduced new products to the market,2019,0.41265,2019-01-01
IN,IND,India,2.2.1,Public-private co-publications,R&D expenditure in the business sector (percentage of GDP),How frequently do public and private sector entities collaborate and publish research together,2019,0.37539,2019-01-01
IN,IND,India,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2020,3.68962430533337,2020-01-01
IN,IND,India,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2018,0.390649145393289,2018-01-01
IN,IND,India,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2019,33.9418119087054,2019-01-01
